subject_id,condition,channel,band,lowcut,highcut,correlation_direct,pvalue_direct,correlation_max_lagged,optimal_lag_ms,env_source
3,AUD,EEG-ch14,low_beta,13.0,20,-0.0029170430671417538,0.3981947685124564,0.004465759256283494,-171.875,env_beta_low
3,AUD,EEG-ch15,low_beta,13.0,20,-0.002239843029944144,0.5165227315886817,0.004379857576612194,-378.90625,env_beta_low
3,AUD,EEG-ch16,low_beta,13.0,20,-0.003048622759565641,0.3772585979655537,0.003674314028007643,-175.78125,env_beta_low
3,AUD,EEG-ch17,low_beta,13.0,20,-0.0023524521690285387,0.4956631279505958,0.0037086793240808202,-382.8125,env_beta_low
3,AUD,EEG-ch18,low_beta,13.0,20,-0.0017900292761726206,0.604153258693028,-0.003702580124869438,-203.125,env_beta_low
3,AUD,EEG-ch19,low_beta,13.0,20,-9.497861089563544e-05,0.978054433817864,0.0030220802709233475,-164.0625,env_beta_low
3,AUD,EEG-ch20,low_beta,13.0,20,-0.002660361298423941,0.4409986952411437,0.0033922602962409383,-234.375,env_beta_low
3,AUD,EEG-ch21,low_beta,13.0,20,-0.002872881634071828,0.4053754380723206,-0.003591976683488846,-203.125,env_beta_low
3,AUD,EEG-ch22,low_beta,13.0,20,-0.0010425916658665657,0.7626822202405119,-0.004909180815162601,-199.21875,env_beta_low
3,AUD,EEG-ch23,low_beta,13.0,20,-0.0026217556621335996,0.4476571781232936,-0.004814175721667292,-199.21875,env_beta_low
3,AUD,EEG-ch24,low_beta,13.0,20,-0.0002540721078133126,0.941340150509286,-0.0034193443219660445,472.65625,env_beta_low
3,AUD,EEG-ch25,low_beta,13.0,20,-0.0020321945797490666,0.5561467644934122,0.003069741801719912,445.3125,env_beta_low
3,AUD,EEG-ch26,low_beta,13.0,20,-0.003109571347402851,0.3677951713213454,-0.0043233417364749145,-199.21875,env_beta_low
3,AUD,EEG-ch27,low_beta,13.0,20,-0.0021015340610328562,0.5427518381296916,-0.0052086524445980635,-199.21875,env_beta_low
3,AUD,EEG-ch28,low_beta,13.0,20,-0.0008424996176577386,0.8072240118067143,0.004669547446648901,-164.0625,env_beta_low
3,AUD,EEG-ch29,low_beta,13.0,20,-0.002710993176184468,0.43235262242650113,0.004316347858035639,-167.96875,env_beta_low
3,AUD,EEG-ch30,low_beta,13.0,20,-0.0019171137284304301,0.5787277027228576,0.004489859245772453,-167.96875,env_beta_low
3,AUD,EEG-ch31,low_beta,13.0,20,-0.00237479883752772,0.4915777872862573,0.004865442874923134,-171.875,env_beta_low
3,AUD,EEG-ch32,low_beta,13.0,20,-0.0015428053535516781,0.6549942764478108,0.004944821726654132,-164.0625,env_beta_low
3,AUD,EEG-ch1,high_beta,20.0,30,-0.0013341213395183656,0.6992043443549892,-0.003941149182597151,-500.0,env_beta_high
3,AUD,EEG-ch2,high_beta,20.0,30,-0.0017191933365171166,0.6185394991371524,-0.003146898584456669,-500.0,env_beta_high
3,AUD,EEG-ch3,high_beta,20.0,30,-0.0015992019121506549,0.6432434055498932,0.0030085392432827977,-472.65625,env_beta_high
3,AUD,EEG-ch4,high_beta,20.0,30,-0.0009301248139773284,0.7876317107385299,-0.0027144157634681554,-199.21875,env_beta_high
3,AUD,EEG-ch5,high_beta,20.0,30,-0.0010928415745247032,0.7516123472217247,0.003116321179610783,261.71875,env_beta_high
3,AUD,EEG-ch6,high_beta,20.0,30,-0.0009975430032185,0.7726477853024374,-0.003332094432015946,-97.65625,env_beta_high
3,AUD,EEG-ch7,high_beta,20.0,30,-0.000971190933627178,0.7784948784628746,-0.003372212407425374,-101.5625,env_beta_high
3,AUD,EEG-ch8,high_beta,20.0,30,0.0013167878658269946,0.7029253566579737,0.0028360366585044343,351.5625,env_beta_high
3,AUD,EEG-ch9,high_beta,20.0,30,-0.0008301985674159675,0.8099844436054925,0.0036750017760144712,261.71875,env_beta_high
3,AUD,EEG-ch10,high_beta,20.0,30,-0.001061795624448821,0.758445785961805,-0.003012505438924947,-398.4375,env_beta_high
3,AUD,EEG-ch11,high_beta,20.0,30,-0.00124892439716793,0.717561603922904,-0.0032821744614997548,-97.65625,env_beta_high
3,AUD,EEG-ch12,high_beta,20.0,30,-0.0017541448630570783,0.611422366606795,-0.0037398361279027724,285.15625,env_beta_high
3,AUD,EEG-ch13,high_beta,20.0,30,-0.0009655786622273897,0.7797417833732557,0.0043585443186867955,261.71875,env_beta_high
3,AUD,EEG-ch14,high_beta,20.0,30,-0.0015545616916577032,0.6525375234624584,-0.003428923085156253,242.1875,env_beta_high
3,AUD,EEG-ch15,high_beta,20.0,30,0.0013903108304262328,0.6871920133403382,0.0041640225355695885,-226.5625,env_beta_high
3,AUD,EEG-ch16,high_beta,20.0,30,-0.002086814631833945,0.5455818308158638,-0.004594121544680281,-242.1875,env_beta_high
3,AUD,EEG-ch17,high_beta,20.0,30,-0.0014106978053815174,0.6828528922298565,-0.0052693614509800825,285.15625,env_beta_high
3,AUD,EEG-ch18,high_beta,20.0,30,-0.0007438762721973429,0.8294203773802916,0.0032288141966291084,261.71875,env_beta_high
3,AUD,EEG-ch19,high_beta,20.0,30,-0.0010096799989335887,0.7699590973569203,0.00250406986407449,265.625,env_beta_high
3,AUD,EEG-ch20,high_beta,20.0,30,-0.0018305353066022192,0.5959949093844806,0.004535673096581686,-265.625,env_beta_high
3,AUD,EEG-ch21,high_beta,20.0,30,-0.002954010095364737,0.3922432377148616,-0.004597854619059324,-238.28125,env_beta_high
3,AUD,EEG-ch22,high_beta,20.0,30,-0.0016797184216239538,0.6266209397336672,0.003634777623632877,460.9375,env_beta_high
